id,query,reference_answer,category,difficulty
q355,What is 'impetigo'?,"Impetigo is a highly contagious bacterial skin infection, most common in young children. It's caused by Staph or Strep bacteria and results in red sores or blisters that rupture and form honey-colored crusts, usually around the nose and mouth.",dermatology,medium
q356,What is 'cellulitis'?,"Cellulitis is a common, and potentially serious, bacterial infection of the skin and the tissues beneath it. It's *not* contagious. It occurs when bacteria (usually Staph or Strep) enter through a break in the skin. The area becomes red, swollen, warm, and painful.",dermatology,medium
q357,What is 'MRSA' (skin infection)?,"MRSA (Methicillin-resistant *Staphylococcus aureus*) is a 'staph' bacteria that is resistant to many antibiotics. It often starts as a skin infection, looking like a painful, swollen, red bump (like a spider bite or boil), and can quickly become a deep, painful abscess.",dermatology,medium
q358,What is an 'abscess' (skin)?,"A skin abscess (or boil) is a localized collection of pus that has built up within the tissue of the body. It's a sign of infection, and the body walls off the pus. It appears as a painful, swollen lump that is warm to the touch. It often needs to be drained by a doctor.",dermatology,medium
q359,What is 'scabies'?,"Scabies is an intensely itchy skin infestation caused by a tiny, burrowing mite (*Sarcoptes scabiei*). The mite burrows into the top layer of skin to lay its eggs, causing an allergic reaction and a pimple-like rash. It's highly contagious and spreads through prolonged skin-to-skin contact.",dermatology,medium
q360,What are 'hives' (urticaria)?,"Hives are an outbreak of swollen, pale red or skin-colored welts (wheals) on the skin that appear suddenly as part of an allergic reaction or for unknown reasons. They are often very itchy and can 'blanch' (turn white) when pressed.",dermatology,easy
q361,What is 'angioedema'?,"Angioedema is swelling in the deep layers of the skin, often seen with hives. It typically affects the face, lips, tongue, and throat. Swelling of the throat is a medical emergency as it can block the airway.",symptom,high
q362,What is the 'Heimlich maneuver'?," ""The Heimlich maneuver (or 'abdominal thrusts') is a first-aid procedure used to treat choking. It's performed by standing behind the choking person and using your hands to exert pressure on the bottom of their diaphragm forcing air out of the lungs to dislodge the object.”",first_aid,easy
q363,How do you use an 'AED'?,"An AED (Automated External Defibrillator) is a device used to shock a heart in sudden cardiac arrest. Turn it on, and it will give you voice prompts. Place the sticky pads on the patient's bare chest as shown in the diagram. The AED will analyze the heart rhythm and tell you if a shock is needed. If so, it will tell you to 'stand clear' and press the 'shock' button.",first_aid,medium
q364,What is 'anaphylactic shock'?,"Anaphylactic shock is the most severe form of anaphylaxis, a life-threatening allergic reaction. It causes a massive release of histamine, leading to widespread vasodilation (blood vessels widening), a sudden, severe drop in blood pressure, and airway constriction. It is fatal if not treated immediately with epinephrine.",disease,high
q365,What are the signs of a 'concussion'?,"Signs and symptoms include headache, temporary loss of consciousness, confusion or 'fogginess,' dizziness, ringing in the ears (tinnitus), nausea, and vomiting. Symptoms can be delayed for hours or days.",symptom,medium
q366,How do you treat a 'nosebleed' (epistaxis)?,"Have the person sit down and lean *forward* (not back, to avoid swallowing blood). Pinch the soft, fleshy part of the nose (nostrils) firmly shut. Hold this pressure continuously for at least 10-15 minutes. A cold compress on the bridge of the nose can also help.",first_aid,easy
q367,How do you treat a 'minor burn' (first-degree)?,"Immediately run cool (not cold or ice) water over the burn for 10-15 minutes. After cooling, you can cover it with a sterile, non-stick bandage. You can take an over-the-counter pain reliever like ibuprofen.",first_aid,easy
q368,How do you treat a 'severe burn' (third-degree)?,"Call 911 immediately. This is a medical emergency. Do *not* run cold water over a large, severe burn, as it can cause hypothermia. Do *not* remove clothing that is stuck to the burn. Cover the area loosely with a cool, moist, sterile bandage or clean cloth.",first_aid,medium
q369,What are signs of 'heat exhaustion'?,"Signs include heavy sweating, cold, pale, and clammy skin, a fast but weak pulse, nausea, muscle cramps, dizziness, and headache. This is a precursor to heatstroke.",symptom,medium
q370,How do you treat 'heat exhaustion'?,"Move the person to a cool place. Loosen their clothing. Have them sip cool water. Apply cool, wet cloths to their body or give them a cool bath.",first_aid,medium
q371,What are signs of 'heatstroke'?,"This is a medical emergency. Signs include a very high body temperature (103°F+), hot, red, and *dry* skin (no sweating), a fast and strong pulse, confusion, and loss of consciousness.",symptom,high
q372,How do you treat 'heatstroke'?,Call 911 immediately. Move the person to a cooler environment and try to cool them down rapidly with cool cloths or a cool bath. Do *not* give them anything to drink.,first_aid,high
q373,What are signs of 'hypothermia'?,"Signs include intense shivering (which may stop as it worsens), slurred speech, confusion, drowsiness, and slow, shallow breathing.",symptom,medium
q374,What are signs of 'frostbite'?,"Frostbite is a freezing injury to skin and underlying tissues. The skin becomes very cold, white or grayish-yellow, firm or waxy, and numb.",symptom,medium
q375,How do you treat 'frostbite'?,"Get the person to a warm place. Do *not* rub the frostbitten area, as this can cause more damage. Gradually rewarm the area using warm (not hot) water, or body heat. Do not use direct heat like a fire or heating pad.",first_aid,medium
q376,What is 'antivenom'?," ""Antivenom (or antivenin) is a biological treatment for a venomous bite or sting (e.g. from a snake or spider). It's created by immunizing an animal (like a horse) with small amounts of the venom and then harvesting the antibodies their blood produces. These antibodies are given to the patient to neutralize the venom.”",treatment,high
q377,What is 'loperamide' (Imodium)?,"Loperamide is an over-the-counter medication used to treat diarrhea. It works by slowing down the movement of the gut, which allows more water to be absorbed from the stool, making it less watery and less frequent.",treatment,easy
q378,What is 'dextromethorphan'?,Dextromethorphan (often 'DM' or 'DXM' in product names) is an over-the-counter cough suppressant. It works by affecting the signals in the brain that trigger the cough reflex.,treatment,medium
q379,What is 'guaifenesin' (Mucinex)?,"Guaifenesin is an 'expectorant.' It's an over-the-counter medication used to treat chest congestion. It works by thinning and loosening mucus in the airways, making it easier to cough up.",treatment,medium
q380,What is 'pseudoephedrine' (Sudafed)?,Pseudoephedrine is a 'decongestant' used to relieve nasal and sinus congestion. It works by shrinking swollen blood vessels in the nasal passages. It is kept 'behind the counter' in pharmacies because it can be used to illegally make methamphetamine.,treatment,medium
q381,What is 'phenylephrine' (Sudafed PE)?,"Phenylephrine is an over-the-counter 'decongestant' used to relieve nasal stuffiness. It is the common replacement for pseudoephedrine in 'front-of-counter' cold medicines, though its effectiveness as an oral decongestant is widely debated.",treatment,medium
q382,What is 'diphenhydramine' (Benadryl)?,"Diphenhydramine is a first-generation 'antihistamine.' It is used to treat allergy symptoms, hives, and insomnia. Its primary side effect is significant drowsiness, which is why it's also the active ingredient in sleeping aids like ZzzQuil.",treatment,easy
q383,What is 'loratadine' (Claritin)?,"Loratadine is a second-generation 'antihistamine.' It is used to treat allergy symptoms (runny nose, itchy eyes) but is 'non-drowsy' because it does not cross the blood-brain barrier as readily as first-generation antihistamines.",treatment,easy
q384,What is 'cetirizine' (Zyrtec)?,"Cetirizine is a second-generation 'antihistamine' used to treat allergy symptoms. It is generally considered 'non-drowsy' but can cause drowsiness in a small percentage of people, more so than loratadine.",treatment,easy
q385,What is 'fexofenadine' (Allegra)?,"Fexofenadine is a second-generation 'antihistamine' used to treat allergy symptoms. It is known for being non-drowsy. Its absorption can be significantly reduced by fruit juices like grapefruit, orange, and apple juice.",treatment,medium
q386,What is 'ranitidine' (Zantac)?,Ranitidine was a very popular 'H2 blocker' medication used to reduce stomach acid and treat heartburn and GERD. It was recalled and removed from the market worldwide in 2020 due to contamination with a probable carcinogen called NDMA.,treatment,medium
q387,What is 'famotidine' (Pepcid)?,"Famotidine is an 'H2 blocker' medication. It works by decreasing the amount of acid the stomach produces. It is used to treat and prevent heartburn, GERD, and stomach ulcers. It became more popular after the recall of ranitidine.",treatment,medium
q388,What is 'omeprazole' (Prilosec)?,"Omeprazole is a 'proton-pump inhibitor' (PPI). It's a very common medication used to treat frequent heartburn, GERD, and ulcers. It works by blocking the 'pumps' in the stomach that produce acid, resulting in a stronger and longer-lasting acid reduction than H2 blockers.",treatment,medium
q389,What are common side effects of long-term 'PPI' use?,"Long-term use of Proton-Pump Inhibitors (like omeprazole) has been linked to potential risks, including an increased risk of bone fractures (due to reduced calcium absorption), C. difficile infection, and low magnesium and vitamin B12 levels.",side_effects,high
q390,What is 'calcium carbonate' (Tums)?,"Calcium carbonate is an 'antacid.' It works by directly neutralizing stomach acid on contact, providing very fast, but temporary, relief from heartburn and indigestion. It is also used as a calcium supplement.",treatment,easy
q391,What is 'simethicone' (Gas-X)?,"Simethicone is an over-the-counter medication used to relieve the symptoms of excess gas in the stomach and intestines, such as bloating, pressure, and fullness. It works by breaking up gas bubbles, making them easier to pass.",treatment,easy
q392,What is 'psyllium husk' (Metamucil)?,Psyllium husk is a type of 'bulk-forming' soluble fiber. It's used as a supplement to treat constipation and promote regularity. It works by absorbing water in the gut to make stools softer and easier to pass.,treatment,easy
q393,What is 'docusate sodium' (Colace)?,"Docusate sodium is a 'stool softener.' It works by drawing water and fats into the stool, which softens it and makes it easier to pass. It is used to prevent constipation (e.g., after surgery), but not to treat existing, hard constipation.",treatment,medium
q394,What is 'bisacodyl' (Dulcolax)?,"Bisacodyl is a 'stimulant laxative.' It works by directly stimulating the muscles of the intestine, causing them to contract and move stool along. It is effective for treating constipation but is intended for short-term use, as long-term use can lead to dependence.",treatment,medium
q395,What is 'polyethylene glycol 3350' (MiraLAX)?,"MiraLAX is an 'osmotic laxative.' It works by pulling water *into* the colon, which softens the stool and increases the frequency of bowel movements. It is generally considered safe for longer-term use than stimulant laxatives.",treatment,medium
q396,What is 'ketoconazole' (Nizoral)?,"Ketoconazole is an 'antifungal' medication. It is used to treat fungal infections. As a prescription shampoo, it is used to treat seborrheic dermatitis (dandruff).",treatment,medium
q397,What is 'miconazole' (Monistat)?,Miconazole is an 'antifungal' medication. It is most commonly used as an over-the-counter topical cream or suppository to treat vaginal yeast infections (candidiasis).,treatment,easy
q398,What is 'clotrimazole'?,"Clotrimazole is an 'antifungal' medication. It is used topically to treat skin infections like athlete's foot, ringworm, and jock itch, as well as vaginal yeast infections.",treatment,easy
q399,What is 'terbinafine' (Lamisil)?,"Terbinafine is an 'antifungal' medication. It's used as a topical cream for athlete's foot, but it's most known as an oral (pill) medication used to treat fungal infections of the fingernails and toenails, which requires months of treatment.",treatment,medium
q400,What is 'acyclovir' (Zovirax)?,"Acyclovir is an 'antiviral' medication. It's used to treat infections caused by the herpes virus, including cold sores (herpes labialis), genital herpes, and shingles (herpes zoster). It does not cure herpes, but it helps sores heal faster and reduces the frequency of outbreaks.",treatment,medium
q401,What is 'oseltamivir' (Tamiflu)?,"Oseltamivir is an 'antiviral' medication used to treat and, in some cases, prevent influenza (the flu). It works best if started within 48 hours of the first symptoms. It can shorten the duration of the flu and reduce the severity of symptoms.",treatment,medium
q402,What is 'amoxicillin'?,"Amoxicillin is a very common 'penicillin-class' antibiotic. It's used to treat a wide variety of bacterial infections, such as strep throat, ear infections, and pneumonia. It is *not* effective against viruses like the cold or flu.",treatment,easy
q403,What is 'amoxicillin/clavulanate' (Augmentin)?,"Augmentin is a combination antibiotic. It contains amoxicillin plus clavulanate. The clavulanate is a 'beta-lactamase inhibitor' that stops bacteria from destroying the amoxicillin, making the drug effective against a wider range of resistant bacteria.",treatment,medium
q404,What is 'azithromycin' (Z-Pak)?,"Azithromycin is a 'macrolide' antibiotic. It's often prescribed as a 5-day 'Z-Pak' to treat bacterial infections like bronchitis, pneumonia, and sinus infections. It has a long half-life, so it keeps working in the body for days after the last dose.",treatment,medium
q405,What is 'ciprofloxacin' (Cipro)?,"Ciprofloxacin is a 'fluoroquinolone' antibiotic. It's a broad-spectrum antibiotic used to treat serious bacterial infections, including UTIs, kidney infections, and bacterial pneumonia. It carries a black box warning for risk of tendon rupture.",treatment,high
q406,What is 'levofloxacin' (Levaquin)?,"Levofloxacin is a 'fluoroquinolone' antibiotic, similar to ciprofloxacin. It's used to treat severe or resistant bacterial infections like pneumonia and complicated UTIs. It also carries a black box warning for risk of tendon rupture and nerve damage.",treatment,high
q407,What is 'doxycycline'?,"Doxycycline is a 'tetracycline' antibiotic. It's a very broad-spectrum antibiotic used to treat a wide range of infections, including bacterial pneumonia, acne, and tick-borne diseases like Lyme disease. It should not be taken with dairy and can cause severe sun sensitivity.",treatment,medium
q408,What is 'metronidazole' (Flagyl)?,"Metronidazole is an antibiotic and antiprotozoal medication. It's uniquely effective against anaerobic bacteria and certain parasites. It's used to treat infections like C. difficile, bacterial vaginosis, and giardia. Patients must *never* drink alcohol while taking it, as it causes a severe, violent vomiting reaction.",treatment,high
q409,What is 'sulfamethoxazole/trimethoprim' (Bactrim/Septra)?,"Bactrim is a 'sulfa' combination antibiotic. It's very commonly used to treat UTIs, MRSA skin infections, and certain types of pneumonia. Patients must drink a lot of water with it and can have severe allergic reactions if they have a 'sulfa allergy.'",treatment,medium
q410,What is 'vancomycin'?,"Vancomycin is a powerful, 'glycopeptide' antibiotic. It is typically given intravenously (IV) in the hospital to treat severe infections, including MRSA in the bloodstream. An oral (pill) form is used *only* to treat C. difficile infection in the colon (as it's not absorbed).",treatment,high
q411,What is 'clindamycin' (Cleocin)?,"Clindamycin is a 'lincosamide' antibiotic. It is effective against a wide range of bacteria, including some MRSA. It's often used for skin, dental, or bone infections. Its most notorious side effect is a high risk of causing a severe C. difficile infection.",treatment,high
q412,What is 'prednisone'?,"Prednisone is a 'corticosteroid' (steroid) medication. It's a powerful anti-inflammatory and immune-suppressing drug. It's used for a huge variety of conditions, such as severe asthma attacks, poison ivy, autoimmune flares (like lupus), and to prevent organ transplant rejection.",treatment,medium
q413,What are common side effects of 'prednisone' (short-term)?,"Even in the short term (like a 5-day 'dose pack'), prednisone can cause significant side effects, including insomnia ('roid rage'), increased appetite, fluid retention (bloating), high blood sugar, and mood changes or agitation.",side_effects,medium
q414,What is 'hydrocortisone' (topical)?,"Topical hydrocortisone is a low-potency 'corticosteroid' cream or ointment. It's available over-the-counter (e.g., Cortizone-10) and is used to relieve the itching and inflammation from minor skin irritations, insect bites, and eczema.",treatment,easy
q415,What is 'codeine'?,Codeine is an 'opioid' (narcotic) medication. It is used to treat mild to moderate pain and also as a cough suppressant. It's often combined with acetaminophen (Tylenol #3). It is less potent than other opioids but still carries a risk of addiction.,treatment,medium
q416,What is 'hydrocodone'?,"Hydrocodone is a powerful 'opioid' (narcotic) pain reliever. It is almost always combined with acetaminophen (e.g., Vicodin, Norco). It is used to treat severe pain and carries a very high risk of addiction and respiratory depression.",treatment,high
q417,What is 'oxycodone'?,"Oxycodone is a powerful 'opioid' (narcotic) pain reliever. It is used to treat severe pain. It is available as an immediate-release tablet (e.g., Percocet, when combined with acetaminophen) and as a long-acting, extended-release tablet (OxyContin). It has a very high risk of addiction.",treatment,high
q418,What is 'morphine'?,"Morphine is a potent 'opioid' (narcotic) pain medication. It is one of the oldest and most important pain relievers, used to treat severe acute and chronic pain (e.g., in cancer patients or after surgery). It is the benchmark against which other opioids are measured.",treatment,high
q419,What is 'fentanyl'?,"Fentanyl is an extremely potent synthetic 'opioid' (narcotic) pain reliever. It is 50-100 times more potent than morphine. In medicine, it's used in hospitals for anesthesia and to manage severe pain (e.g., via a transdermal patch). Illegally, it is responsible for a massive number of overdose deaths.",treatment,high
q420,What is 'naloxone' (Narcan)?,"Naloxone (brand name Narcan) is an 'opioid antagonist.' It is a life-saving emergency medication used to rapidly reverse an opioid overdose. It works by binding to opioid receptors, blocking the effects of the opioids and restoring breathing in someone who has overdosed.",treatment,high
q421,What is 'methadone'?,"Methadone is a long-acting synthetic 'opioid.' It is used for two main purposes: to treat severe chronic pain, and as a 'medication-assisted treatment' (MAT) for opioid use disorder. In MAT, it reduces cravings and withdrawal symptoms, allowing a person to stabilize their life.",treatment,high
q422,What is 'buprenorphine' (Suboxone)?,"Buprenorphine is a 'partial opioid agonist.' It's used to treat opioid use disorder. It relieves withdrawal and cravings without producing the same 'high' as other opioids, making it a key part of 'medication-assisted treatment' (MAT). It's often combined with naloxone (as Suboxone) to deter misuse.",treatment,high
q423,What is 'tramadol' (Ultram)?,"Tramadol is a synthetic pain medication. It has a 'dual mechanism'—it's a weak opioid agonist *and* it increases serotonin and norepinephrine (like an SNRI). It's used for moderate pain. It was once thought to be safer, but it still carries a risk of addiction and seizures.",treatment,medium
q424,"What is 'ibuprofen' (Advil, Motrin)?","Ibuprofen is a very common 'NSAID' (Nonsteroidal Anti-Inflammatory Drug). It's used to reduce pain, fever, and inflammation. It's used for headaches, menstrual cramps, and arthritis. It can cause stomach upset and should not be taken on an empty stomach.",treatment,easy
q425,What is 'naproxen' (Aleve)?,"Naproxen is an 'NSAID,' similar to ibuprofen. Its main advantage is that it lasts longer, so it only needs to be taken every 8-12 hours, whereas ibuprofen is taken every 4-6 hours.",treatment,easy
q426,What is 'acetaminophen' (Tylenol)?,"Acetaminophen is *not* an NSAID. It is a very common over-the-counter medication used to reduce pain and fever. It does *not* reduce inflammation. It is safe for the stomach, but a large overdose can cause severe and fatal liver damage.",treatment,easy
q427,Why can't you mix 'acetaminophen' and 'alcohol'?,"Taking acetaminophen (Tylenol) with alcohol—especially chronic, heavy alcohol use—can be very dangerous. Both substances are processed by the liver. Combining them, or taking Tylenol for a hangover, overwhelms the liver's metabolic pathways and can lead to severe, acute liver failure.",drug_interaction,high
q428,What is 'Reye's syndrome'?,"Reye's syndrome is a rare but extremely serious condition causing swelling in the brain and liver. It most often affects children and teens recovering from a viral infection (like the flu or chickenpox). It has a strong link to taking aspirin, which is why children should *never* be given aspirin for a fever.",side_effects,high
q429,What is 'aspirin'?,"Aspirin is an 'NSAID.' It's used for pain, fever, and inflammation. Its most unique use is as a 'blood thinner' (an anti-platelet drug). A 'baby aspirin' (low-dose, 81mg) is taken daily by many people to prevent heart attacks and strokes by stopping platelets from clumping.",treatment,medium
q430,What is 'clopidogrel' (Plavix)?,"Clopidogrel is an 'anti-platelet' medication (a blood thinner), similar to aspirin but more potent. It's used to prevent blood clots in people who have had a heart attack or stroke, or who have a 'stent' placed in a coronary artery.",treatment,high
q431,What is a 'stent' (cardiac)?,"A stent is a tiny, expandable mesh tube. In cardiology, it's placed inside a blocked or narrowed coronary artery during an 'angioplasty.' The stent is expanded, pushing the plaque against the artery wall and holding the artery open to restore blood flow to the heart.",treatment,medium
q432,What is 'angioplasty'?,"Angioplasty is a minimally invasive procedure used to open blocked coronary arteries. A thin tube (catheter) with a balloon on its tip is guided to the blockage. The balloon is then inflated, which compresses the plaque and widens the artery. A stent is almost always placed at the same time.",medical_procedure,medium
q433,What is 'CABG' (Coronary Artery Bypass Graft)?,CABG (pronounced 'cabbage') is 'bypass surgery.' It's an open-heart surgery for severe coronary artery disease. A surgeon takes a healthy blood vessel (a 'graft') from another part of the body (like the leg or chest) and uses it to create a new path—a 'bypass'—around the blocked section of the coronary artery.,medical_procedure,high
q434,What is 'warfarin' (Coumadin)?,"Warfarin is an 'anticoagulant' (blood thinner) medication. It's used to prevent blood clots in conditions like atrial fibrillation or after a deep vein thrombosis (DVT). It works by blocking the action of Vitamin K, which is essential for clotting. Patients require regular blood tests (INR) to monitor it.",treatment,high
q435,What is 'INR' (blood test)?,The INR (International Normalized Ratio) is a blood test used to measure how long it takes for blood to clot. It is the standard test used to monitor the effectiveness of the anticoagulant drug warfarin (Coumadin) and to ensure the dose is both safe and effective.,lab_test,high
q436,Why must 'warfarin' users watch their 'Vitamin K' intake?,"Warfarin works by blocking Vitamin K, which is used to make clotting factors. Eating foods high in Vitamin K (like spinach, kale, and other leafy greens) can counteract the drug, making it less effective and increasing clot risk. Patients must keep their Vitamin K intake *consistent* from day to day.",drug_interaction,high
q437,What is 'heparin'?,"Heparin is a powerful, fast-acting 'anticoagulant' (blood thinner). It is given by injection (IV or subcutaneous) in the hospital to treat and prevent blood clots, such as DVT or pulmonary embolism, or during surgery.",treatment,high
q438,What is 'enoxaparin' (Lovenox)?,Enoxaparin is a 'low-molecular-weight heparin' (LMWH). It's an anticoagulant (blood thinner) given as a subcutaneous injection. It's often used as a 'bridge' therapy when starting warfarin or for preventing DVTs in high-risk patients (like after a hip replacement).,treatment,high
q439,What is 'rivaroxaban' (Xarelto)?,"Rivaroxaban is a 'direct oral anticoagulant' (DOAC). It's a newer type of blood thinner used to prevent and treat blood clots (like in A-Fib or DVT). Unlike warfarin, it works by directly blocking a clotting factor (Factor Xa) and does *not* require routine INR blood monitoring.",treatment,high
q440,What is 'apixaban' (Eliquis)?,"Apixaban is a 'direct oral anticoagulant' (DOAC), similar to rivaroxaban. It's a blood thinner that directly blocks Factor Xa and is used to prevent strokes in atrial fibrillation and to treat DVT/PE. It also does not require INR monitoring.",treatment,high
q441,What is 'atropine'?,"Atropine is a medication used to treat certain types of slow heart rate (bradycardia), especially in an emergency. It's an 'anticholinergic' drug that works by blocking the vagus nerve, which increases the heart rate. It's also used to dilate pupils for eye exams.",treatment,high
q442,What is 'epinephrine' (adrenaline)?,"Epinephrine is a hormone and medication. As a drug, it's used in many emergencies. It's the primary treatment for anaphylaxis (in an EpiPen). It's used in cardiac arrest (during CPR) to restart the heart. It's also a powerful 'vasopressor' to raise critically low blood pressure.",treatment,high
q443,What is 'dopamine' (medication)?,"As a medication, dopamine is a 'vasopressor' given by IV in an intensive care unit (ICU). It's used to treat critically low blood pressure (shock) and certain types of heart failure by increasing the heart's pumping strength and constricting blood vessels.",treatment,high
q444,What is 'norepinephrine' (Levophed)?,"Norepinephrine (brand name Levophed) is the first-choice 'vasopressor' medication for treating septic shock. It is given by IV in an ICU to powerfully constrict blood vessels, which raises a dangerously low blood pressure to maintain blood flow to vital organs.",treatment,high
q445,What is 'nitroglycerin'?,"Nitroglycerin is a 'vasodilator' medication. It's used to treat angina (chest pain). It works by relaxing and widening blood vessels, which improves blood flow to the heart muscle and reduces its workload. It's often given as a small tablet dissolved under the tongue for rapid relief.",treatment,medium
q446,What is 'furosemide' (Lasix)?,"Furosemide is a powerful 'loop diuretic' (or 'water pill'). It's used to treat fluid overload (edema) caused by heart failure, liver disease, or kidney disease. It works by making the kidneys excrete large amounts of salt and water in the urine.",treatment,medium
q447,What is 'hydrochlorothiazide' (HCTZ)?,Hydrochlorothiazide (HCTZ) is a 'thiazide diuretic' (or 'water pill'). It's one of the most common medications used as a first-line treatment for high blood pressure (hypertension). It works by helping the kidneys remove salt and water from the body.,treatment,medium
q448,What is 'spironolactone' (Aldactone)?,"Spironolactone is a 'potassium-sparing diuretic.' Unlike other diuretics that cause you to lose potassium, this one helps your body retain it. It's used to treat high blood pressure and heart failure, and also has anti-androgen effects used to treat PCOS.",treatment,high
q449,What is 'lisinopril'?,"Lisinopril is a very common 'ACE inhibitor' medication. It's a first-line drug for treating high blood pressure and heart failure. It works by relaxing blood vessels. A common, peculiar side effect is a persistent, dry cough.",treatment,medium
q450,What is 'losartan' (Cozaar)?,"Losartan is an 'ARB' (Angiotensin II Receptor Blocker). It's used to treat high blood pressure and heart failure, similar to ACE inhibitors. It's often prescribed to patients who cannot tolerate the 'ACE cough' caused by drugs like lisinopril.",treatment,medium
q451,"What is 'metoprolol' (Lopressor, Toprol XL)?","Metoprolol is a 'beta-blocker' medication. It's one of the most widely used drugs for treating high blood pressure, angina, and heart failure. It works by slowing the heart rate and reducing its pumping force.",treatment,medium
q452,What is 'carvedilol' (Coreg)?,"Carvedilol is a 'beta-blocker' with an additional 'alpha-blocking' effect. This means it not only slows the heart rate (beta) but also widens blood vessels (alpha), making it particularly effective for treating heart failure.",treatment,high
q453,What is 'amlodipine' (Norvasc)?,Amlodipine is a 'calcium channel blocker' medication. It's a very common drug used to treat high blood pressure and angina. It works by relaxing and widening blood vessels. A common side effect is swelling in the ankles (edema).,treatment,medium
q454,What is 'diltiazem' (Cardizem)?,"Diltiazem is a 'calcium channel blocker.' Unlike amlodipine, it not only widens blood vessels but also slows the heart rate. This makes it useful for treating high blood pressure, angina, and also for controlling a rapid heart rate in conditions like atrial fibrillation.",treatment,high
q455,What is 'atorvastatin' (Lipitor)?,"Atorvastatin is a 'statin' medication. It's one of the most prescribed drugs in the world. It's used to lower 'bad' LDL cholesterol levels in the blood, which helps prevent heart attacks and strokes.",treatment,medium
q456,What is 'simvastatin' (Zocor)?,"Simvastatin is a 'statin' medication, similar to atorvastatin. It's used to lower high cholesterol and reduce the risk of cardiovascular disease.",treatment,medium
q457,What is 'ezetimibe' (Zetia)?,Ezetimibe is a non-statin cholesterol medication. It works by a different mechanism: it blocks the absorption of cholesterol from food in the small intestine. It's often prescribed *with* a statin to further lower LDL levels.,treatment,high
q458,What is 'gemfibrozil' (Lopid)?,"Gemfibrozil is a 'fibrate' medication. Unlike statins (which target LDL), fibrates are primarily used to lower high 'triglyceride' levels in the blood.",treatment,high
q459,What is 'metformin' (Glucophage)?,Metformin is the first-line oral medication used to treat Type 2 diabetes. It works by decreasing the liver's production of sugar (glucose) and increasing the body's sensitivity to insulin. It does *not* cause low blood sugar (hypoglycemia) by itself.,treatment,medium
q460,What is 'glipizide' (Glucotrol)?,"Glipizide is a 'sulfonylurea' medication for Type 2 diabetes. It works by stimulating the pancreas to release more insulin. Because it forces insulin release, it carries a high risk of causing 'hypoglycemia' (low blood sugar).",treatment,medium
q461,What is 'pioglitazone' (Actos)?,Pioglitazone is a 'TZD' medication for Type 2 diabetes. It works by making the body's tissues more sensitive to insulin. It carries a black box warning for causing or worsening heart failure.,treatment,high
q462,"What is 'liraglutide' (Victoza, Saxenda)?","Liraglutide is a 'GLP-1 agonist' medication. It's an injectable (non-insulin) drug for Type 2 diabetes that helps release insulin, slows digestion, and reduces appetite. Under the brand name Saxenda, it's also approved for weight loss.",treatment,high
q463,"What is 'semaglutide' (Ozempic, Wegovy)?","Semaglutide is a 'GLP-1 agonist,' similar to liraglutide. As Ozempic, it's used for Type 2 diabetes. As Wegovy (a higher dose), it's a highly effective medication for chronic weight management (weight loss).",treatment,high
q464,What is 'sitagliptin' (Januvia)?,Sitagliptin is a 'DPP-4 inhibitor' medication for Type 2 diabetes. It's an oral pill that works by increasing levels of hormones that signal the pancreas to release insulin after a meal.,treatment,high
q465,What is 'empagliflozin' (Jardiance)?,Empagliflozin is an 'SGLT2 inhibitor' medication. It's an oral pill for Type 2 diabetes that works in a unique way: it forces the kidneys to excrete excess sugar (glucose) into the urine. It has also been shown to have major benefits for heart failure.,treatment,high
q466,What is 'insulin'?,"Insulin is a hormone produced by the pancreas that allows your body to use sugar (glucose) from food for energy. In medicine, it's a vital, life-saving medication for all people with Type 1 diabetes and many with Type 2 diabetes.",treatment,medium
q467,"What is 'long-acting insulin' (e.g., glargine/Lantus)?","Long-acting (or 'basal') insulin is a type of insulin that is injected once or twice a day. It provides a slow, steady release of insulin over 24 hours to control blood sugar between meals and overnight.",treatment,medium
q468,"What is 'rapid-acting insulin' (e.g., lispro/Humalog)?",Rapid-acting (or 'bolus') insulin is a type of insulin taken just before or with a meal. It works very quickly (within 15 minutes) to cover the rise in blood sugar from the carbohydrates in the food.,treatment,medium
q469,What is 'hypoglycemia'?,"Hypoglycemia is the medical term for low blood sugar. It is a common and dangerous side effect of insulin and other diabetes drugs (like sulfonylureas). Symptoms include shakiness, sweating, confusion, and palpitations. If severe, it can cause seizures or loss of consciousness.",symptom,medium
q470,What is 'glucagon'?," ""Glucagon is a hormone that does the *opposite* of insulin: it raises blood sugar by signaling the liver to release stored glucose. In medicine a 'glucagon emergency kit' is an injection given to a person with diabetes who is experiencing a severe hypoglycemic episode (e.g. has passed out) to rapidly raise their blood sugar.”",treatment,high
q471,What is 'levothyroxine' (Synthroid)?,"Levothyroxine is a synthetic thyroid hormone. It is one of the most prescribed drugs in the world. It is a replacement hormone used to treat 'hypothyroidism' (underactive thyroid). Patients must take it on an empty stomach, first thing in the morning.",treatment,medium
q472,What is 'methimazole' (Tapazole)?,"Methimazole is an 'antithyroid' medication. It is used to treat 'hyperthyroidism' (overactive thyroid, e.g., Graves' disease). It works by blocking the thyroid gland from producing new thyroid hormone.",treatment,high
q473,What is 'allopurinol'?,"Allopurinol is the most common medication used for the *prevention* of 'gout' attacks. It is *not* a pain reliever. It works by reducing the body's production of uric acid, the substance that forms painful crystals in the joints.",treatment,medium
